projectId	bugNumer	date	login	assignmentType	eventId	commitSHA
8514	3425	2011-11-03T12:37:37.000Z	jonleighton	1	4989863	71bc921ec8ac89840077bb54752282a3d89429f6	
8514	3271	2011-11-03T15:07:24.000Z	jonleighton	1	4997680	d486103570bf680307ba474915efc01862e99403	
8514	3454	2011-11-04T09:33:02.000Z	waseem	1	5028591	56207a3f0165650abb273594f1f54fbb92bbf177	
1795951	31	2011-11-04T20:55:37.000Z	deleteme	1	5057067	1051c4a3da6bd8ad8bfa97d7139647fbd7b3aa55	
8514	1613	2011-11-06T02:36:19.000Z	jmazzi	1	5079399	c7d20785965d5f0877d0c13d0d9929f2fce50a8b	
460078	648	2011-11-10T19:11:43.000Z	vojtajina	1	5420203	5279de0e70e4f7c9c9607691c34b79d8c675695a	
8514	3644	2011-11-16T21:37:10.000Z	jonleighton	1	5516442	3a6a10a36d9fdcc6de0f2a8e81c73001c1331072	
8514	3678	2011-11-18T17:29:47.000Z	christos	1	5597413	280b2b725b488ef71556970ee895ccaddc315e0c	
8514	3690	2011-11-19T12:34:15.000Z	jonleighton	1	5621333	9c37416a3eaa446ec59cde1e7f8a913f62de3265	
8514	3573	2011-11-19T13:02:56.000Z	endofunky	1	5621600	771635e858e486e1e9f2d181b710d81205e6bb4e	
8514	3685	2011-11-19T13:19:20.000Z	jonleighton	1	5623578	603a679e87d0317957eb44ce3928d593a0c50bb5	
8514	3678	2011-11-19T13:34:50.000Z	jonleighton	1	5621956	2ef4947ab0da304f6e5158cf89059c94e9ce0a4c	
8514	3672	2011-11-19T14:10:21.000Z	jonleighton	1	5623580	fec85cf10d831ab90386a549ea558b0dd58a813f	
8514	3737	2011-11-23T17:06:15.000Z	exviva	1	5799252	d8e6dc9cf12096908a7a53dec07a397ba23b1088	
460078	321	2011-11-30T05:51:59.000Z	vojtajina	1	8332128	992c790f0786fa45c1cc3710f29bf49c7c322ba7	
460078	425	2011-11-30T05:51:59.000Z	vojtajina	1	8332129	992c790f0786fa45c1cc3710f29bf49c7c322ba7	
8514	3890	2011-12-08T19:58:59.000Z	jonleighton	1	6491164	5da90b34831a0f941b36edbede9089c54432ad6b	
8514	3333	2011-12-10T23:07:13.000Z	guilleiguaran	1	6562774	7a7e87d5aa39e9820ea9e509a3f1477c9dbf369c	
8514	3348	2011-12-10T23:07:13.000Z	guilleiguaran	1	6562775	7a7e87d5aa39e9820ea9e509a3f1477c9dbf369c	
8514	3348	2011-12-11T09:33:25.000Z	josevalim	1	6568794	79835090e2ddd3f73101f52cfa74ad38ce130374	
8514	3365	2011-12-12T15:52:56.000Z	pokonski	1	6607298	5266eb9f611a114663c48eec0680b7050181d3de	
8514	3672	2011-12-14T19:20:19.000Z	jonleighton	1	6741378	889e8bee82ea4f75adb6de5badad512d2c615b7f	
8514	3987	2011-12-15T13:23:18.000Z	jonleighton	1	6782954	8dba32f125cc0b79fe453f38b1044c7bf9fb52ce	
460078	693	2011-12-19T02:33:25.000Z	dmanek	1	7558433	08029c7b72a857ffe52f302ed79ae12db9efcc08	
8514	3487	2011-12-20T17:25:56.000Z	nashby	1	6988730	92088131ac15734f2227e9d85ea751e3f89b0116	
8514	4067	2011-12-20T18:25:57.000Z	arunagw	1	6991916	568777bcd0c615b867d06436a7127e0d97ab5826	
8514	4067	2011-12-20T18:57:17.000Z	spastorino	1	6994015	7b32677ca0cac42ceafdcf294b95e1e875a99adb	
8514	4038	2011-12-20T20:01:47.000Z	drogus	1	7006440	3131a9379766a735a80220fd2e94cb07791bed9c	
8514	3183	2011-12-21T10:46:55.000Z	arunagw	1	7024642	e3c383cd82842df186924ecdf6a7c68d69c79758	
8514	945	2011-12-21T20:00:25.000Z	juanmcuello	1	7086117	5662ea511225b34d3b533d03614c496c007215b0	
8514	4126	2011-12-22T07:00:20.000Z	arunagw	1	7138516	08f36451fc207c221169560238b539ae55c2d9e8	
8514	4136	2011-12-23T01:04:22.000Z	tenderlove	1	7111597	4ee537a8a21ecab2a4d0c8e6a6730a72a7937428	
8514	4138	2011-12-23T01:52:42.000Z	tenderlove	1	7111599	ead2593a54223498647555171e930f9cbe08759c	
8514	4046	2011-12-23T18:20:35.000Z	jonleighton	1	7133482	f1eb98f0fcca49c3f26a905a5c7b656ea22269d1	
8514	4143	2011-12-23T21:44:23.000Z	nashby	1	7138519	f7669cd8344a83485d01f94e7b5896616cd57f51	
8514	2954	2011-12-31T03:56:48.000Z	dmitry	1	7313864	5d2bf4d12985ba92079178787ea47d4e3992a747	
8514	1953	2012-01-05T22:35:10.000Z	tadast	1	7516724	9bd38f31be61af6b3b97613100d7b89e653f73a2	
