Experiment title	TIME	Assigned bug type	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	Any comments for the experiment	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10
21- (bTDmL - bTDmL+p[0.9] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_112519	17.8Sec	T5_ALL_TYPES	0.59161	55.38521	44.54877	79.27155	88.90328	44.54877	34.96776	19.78146	73.77688	11.67948	86.48752	-	0.57337	53.35638	41.86580	78.75167	89.46664	41.86580	31.75795	20.00956	72.90161	11.98337	86.95390																							0.70639	69.26127	62.01959	81.00980	83.19518	62.01959	57.42904	17.72419	79.42728	9.22381	82.23436																																		0.65959	60.35348	53.18021	84.80565	91.87279	53.18021	41.63722	20.38869	76.70789	11.81979	87.83863																																																								
22- (bTDmL - bTDmL+p[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_112542	18Sec	T5_ALL_TYPES	0.59203	55.40065	44.60542	79.30393	88.87900	44.60542	34.99879	19.77823	73.78227	11.67705	86.46864	-	0.57384	53.38015	41.92315	78.78991	89.43797	41.92315	31.78981	20.00574	72.90798	11.98050	86.93159																							0.70762	69.36805	62.24567	81.00980	83.27054	62.24567	57.61743	17.72419	79.42728	9.23135	82.30972																																		0.65728	60.00091	52.82686	84.80565	91.69611	52.82686	41.28386	20.38869	76.70789	11.80212	87.66196																																																								
23- (bTDmL - bTDmL+bC[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120240	27.8Sec	T5_ALL_TYPES	0.58820	55.06941	44.00648	78.99636	89.19466	44.00648	34.57655	19.66977	73.44260	11.70862	86.76163	-	0.57007	53.04833	41.31141	78.50315	89.80119	41.31141	31.39792	19.89103	72.58332	12.01873	87.28637																							0.70050	68.76577	61.26601	80.48229	83.27054	61.26601	56.82617	17.64883	78.93745	9.21628	82.16529																																		0.65993	60.31579	53.35689	84.62898	91.87279	53.35689	41.16608	20.31802	76.44287	11.81979	87.83863																																																								
24- (bTDmL - bTDmL+bC[0.2] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120324	19.6Sec	T5_ALL_TYPES	0.59140	55.37495	44.32214	79.40915	89.41319	44.32214	34.89761	19.74423	73.82814	11.72562	86.98799	-	0.57345	53.37366	41.63640	78.91417	90.04015	41.63640	31.73883	19.96368	72.96056	12.03594	87.52979																							0.70214	68.89470	61.34137	81.08515	83.49661	61.34137	56.86385	17.75433	79.51520	9.24642	82.42904																																		0.66343	60.66976	54.06360	84.62898	91.69611	54.06360	41.78445	20.35336	76.53121	11.80212	87.66196																																																								
25- (bTDmL - bTDmL+bC[0.3] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120355	27.1Sec	T5_ALL_TYPES	0.59289	55.53295	44.46783	79.57102	89.44557	44.46783	35.04195	19.76366	73.95292	11.73047	87.04398	-	0.57534	53.56431	41.86580	79.07666	90.05926	41.86580	31.95549	19.97897	73.08083	12.03594	87.55926																							0.70143	68.83314	61.03994	81.23587	83.64732	61.03994	56.61266	17.79955	79.65335	9.27656	82.65511																																		0.66280	60.73891	53.71025	84.80565	91.69611	53.71025	41.51943	20.38869	76.70789	11.83746	87.80919																																																								
26- (bTDmL - bTDmL+bC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120435	20.9Sec	T5_ALL_TYPES	0.59363	55.63637	44.55686	79.58721	89.49413	44.55686	35.20181	19.75880	73.95400	11.73776	87.09483	-	0.57614	53.67243	41.99006	79.08622	90.14529	41.99006	32.15383	19.96941	73.06777	12.04741	87.64800																							0.70312	69.02547	61.11530	81.23587	83.49661	61.11530	56.72570	17.81462	79.69103	9.26149	82.50440																																		0.66031	60.54695	53.18021	84.98233	91.51943	53.18021	41.07774	20.42403	76.88457	11.81979	87.63251																																																								
27- (bTDmL - bTDmL+bC[0.5] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120508	24.7Sec	T5_ALL_TYPES	0.59316	55.60651	44.47592	79.44962	89.53460	44.47592	35.15190	19.73290	73.85620	11.73614	87.11237	-	0.57586	53.65239	41.95183	78.91417	90.19308	41.95183	32.12834	19.93500	72.93793	12.04454	87.66393																							0.70287	69.03252	60.96458	81.31123	83.42125	60.96458	56.65034	17.82969	79.76639	9.25396	82.42904																																		0.65564	60.24912	52.47350	84.98233	91.69611	52.47350	40.63604	20.45936	76.97291	11.85512	87.89753																																																								
28- (bTDmL - bTDmL+bC[0.6] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120545	23.3Sec	T5_ALL_TYPES	0.59286	55.57208	44.44355	79.53865	89.53460	44.44355	35.15797	19.74585	73.90611	11.73047	87.08674	-	0.57568	53.63135	41.95183	79.00975	90.20264	41.95183	32.16737	19.94838	72.98732	12.03881	87.64322																							0.70198	68.91297	60.73851	81.38659	83.34589	60.73851	56.42427	17.84476	79.84175	9.23888	82.31600																																		0.65451	60.16676	52.29682	84.98233	91.69611	52.29682	40.57715	20.45936	76.97291	11.87279	87.98587																																																								
29- (bTDmL - bTDmL+bC[0.7] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120620	26.2Sec	T5_ALL_TYPES	0.59320	55.58699	44.52448	79.59531	89.46176	44.52448	35.24970	19.74747	73.93377	11.72400	87.02334	-	0.57618	53.65411	42.07608	79.05754	90.11661	42.07608	32.29003	19.94456	72.99847	12.02925	87.55878																							0.70217	68.91810	60.73851	81.53730	83.34589	60.73851	56.42427	17.88998	80.01130	9.24642	82.35368																																		0.65229	60.05940	51.76678	84.98233	91.69611	51.76678	40.31213	20.45936	76.97291	11.89046	88.07420																																																								
30- (bTDmL - bTDmL+bC[0.8] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120658	23.2Sec	T5_ALL_TYPES	0.59267	55.51758	44.43545	79.67624	89.45366	44.43545	35.16539	19.75071	73.98071	11.72076	87.00715	-	0.57573	53.58720	42.01873	79.15313	90.09750	42.01873	32.23348	19.95030	73.05869	12.02543	87.53489																							0.70048	68.75167	60.36172	81.53730	83.42125	60.36172	56.04748	17.88998	80.01130	9.25396	82.42904																																		0.65299	60.17143	51.76678	84.98233	91.69611	51.76678	40.40047	20.42403	76.88457	11.87279	87.98587																																																								
